decision_id,run_id,run_name,run_status,input_fingerprint,event_index,as_of_time,mode,bot_id,bot_name,base_personality,llm_provider,model,prompt_version,prompt_hash,action,ticker,quantity,limit_price,confidence,speculative,reasoning_length,headline_used,evidence_count,evidence_url_count,risk_checked,risk_approved,risk_blocked,risk_reason,fill_count,fill_qty_total,fill_avg_price,current_price,next_event_price,return_next_event,signed_return_next_event,directional_correct_next_event,intent_mark_pnl_next_event,benchmark_symbol,benchmark_price,benchmark_next_event_price,benchmark_return_next_event,excess_return_vs_benchmark_next_event,beat_benchmark_next_event,headline_count,real_headline_count,synthetic_headline_count,ticker_headline_count,macro_headline_count,filing_headline_count,earnings_headline_count,headline_source_count,headline_sources,headline_age_minutes_min,headline_age_minutes_avg,has_real_news,has_synthetic_market_summary,news_context_quality,event_spy_return_1d,event_qqq_return_1d,event_tlt_return_1d,event_gld_return_1d,event_risk_regime,event_trend_regime,event_volatility_regime,event_breadth_proxy,ticker_return_1d,ticker_return_5d,ticker_return_20d,ticker_rolling_volatility_20d,ticker_volume_ratio_20d,ticker_gap_from_previous_close,ticker_distance_from_20d_ma
221,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,26,2026-03-26T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,645.09,634.09,-0.01705188,,,34,34,0,0,0,4,0,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;yahoo.com,60.0,2754.95,1,0,news_enriched,-0.017859,-0.023868,-0.008406,-0.037594,neutral,down,low,0.285714,,,,,,,
597,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,26,2026-03-26T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.74,0,104,,0,0,0,,0,,0,0,,,,,,,,SPY,645.09,634.09,-0.01705188,,,34,34,0,0,0,4,0,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;yahoo.com,60.0,2754.95,1,0,news_enriched,-0.017859,-0.023868,-0.008406,-0.037594,neutral,down,low,0.285714,,,,,,,
598,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,26,2026-03-26T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,AAPL,100,,0.63,0,111,apple fear not china smartphone sales declines may not impact tech giant,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,252.89,248.8,-0.01617304,0.01617304,1,409.000009,SPY,645.09,634.09,-0.01705188,0.03322492,1,34,34,0,1,0,4,0,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;yahoo.com,60.0,2754.95,1,0,news_enriched,-0.017859,-0.023868,-0.008406,-0.037594,neutral,down,low,0.285714,0.001069,0.015786,-0.073493,0.011751,1.012019,-0.001979,-0.012708
599,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,26,2026-03-26T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,645.09,634.09,-0.01705188,,,34,34,0,0,0,4,0,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;yahoo.com,60.0,2754.95,1,0,news_enriched,-0.017859,-0.023868,-0.008406,-0.037594,neutral,down,low,0.285714,,,,,,,
222,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,139,,0,0,0,,0,,0,0,,,,,,,,SPY,634.09,631.97,-0.00334337,,,31,31,0,0,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,,,,,,,
223,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,GOOGL,100,,0.62,0,182,big tech deserves its big tobacco moment social media is now a massive liability for meta and google,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,274.34,273.5,-0.00306189,0.00306189,1,83.99989,SPY,634.09,631.97,-0.00334337,0.00640526,1,31,31,0,1,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,-0.023423,-0.088571,-0.120028,0.01605,1.194861,-0.012957,-0.08729
224,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,634.09,631.97,-0.00334337,,,31,31,0,0,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,,,,,,,
600,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.91,0,116,,0,0,0,,0,,0,0,,,,,,,,SPY,634.09,631.97,-0.00334337,,,31,31,0,0,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,,,,,,,
601,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,100,,0.78,1,123,Nvidia is in a deep correction and super cheap. How to trade a bounce on it with options,0,0,1,1,0,approved,0,0,,167.52,165.17,-0.01402818,0.01402818,1,235.000071,SPY,634.09,631.97,-0.00334337,0.01737155,1,31,31,0,2,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,-0.021724,-0.029994,-0.054574,0.020515,1.051863,-0.007241,-0.066392
602,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,27,2026-03-27T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,634.09,631.97,-0.00334337,,,31,31,0,0,0,5,0,6,SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;prnewswire.com;yahoo.com,49.0,2527.0625,1,0,news_enriched,-0.017052,-0.019537,-0.005458,0.035094,neutral,down,low,0.206349,,,,,,,
225,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,120,,0,0,0,,0,,0,0,,,,,,,,SPY,631.97,650.34,0.02906784,,,34,34,0,0,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,,,,,,,
226,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,120,,0.6,1,133,Nvidia Valuation Drops to Multi-Year Low Amid Market Jitters,0,0,1,1,0,approved,0,0,,165.17,174.4,0.05588182,-0.05588182,0,-1107.600025,SPY,631.97,650.34,0.02906784,-0.08494966,0,34,34,0,2,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,-0.014028,-0.059611,-0.09486,0.019164,1.026885,0.007521,-0.075028
227,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,631.97,650.34,0.02906784,,,34,34,0,0,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,,,,,,,
603,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.78,0,109,,0,0,0,,0,,0,0,,,,,,,,SPY,631.97,650.34,0.02906784,,,34,34,0,0,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,,,,,,,
604,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,100,,0.66,0,140,Nvidia Valuation Drops to Multi-Year Low Amid Market Jitters,0,0,1,1,0,approved,0,0,,165.17,174.4,0.05588182,-0.05588182,0,-923.000021,SPY,631.97,650.34,0.02906784,-0.08494966,0,34,34,0,2,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,-0.014028,-0.059611,-0.09486,0.019164,1.026885,0.007521,-0.075028
605,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,28,2026-03-30T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,631.97,650.34,0.02906784,,,34,34,0,0,0,4,0,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,60.0,2041.2105,1,0,news_enriched,-0.003343,-0.007643,0.013312,-0.000289,neutral,down,low,0.539683,,,,,,,
228,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,29,2026-03-31T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,127,,0,0,0,,0,,0,0,,,,,,,,SPY,650.34,655.24,0.00753452,,,44,44,0,0,0,3,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,44.0,1550.9333,1,0,news_enriched,0.029068,0.033854,-0.001037,0.037894,risk_on,down,medium,0.825397,,,,,,,
229,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,29,2026-03-31T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,GOOGL,100,,0.6,1,148,whats behind the jump in alphabet stock,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,287.56,297.39,0.03418417,-0.03418417,0,-982.999993,SPY,650.34,655.24,0.00753452,-0.04171869,0,44,44,0,2,0,3,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,44.0,1550.9333,1,0,news_enriched,0.029068,0.033854,-0.001037,0.037894,risk_on,down,medium,0.825397,0.051408,-0.009916,-0.05277,0.020297,1.481401,0.0166,-0.03544
230,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,29,2026-03-31T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.9,0,177,,0,0,0,,0,,0,0,,,,,,,,SPY,650.34,655.24,0.00753452,,,44,44,0,0,0,3,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,44.0,1550.9333,1,0,news_enriched,0.029068,0.033854,-0.001037,0.037894,risk_on,down,medium,0.825397,,,,,,,
606,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,29,2026-03-31T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.86,0,98,,0,0,0,,0,,0,0,,,,,,,,SPY,650.34,655.24,0.00753452,,,44,44,0,0,0,3,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,44.0,1550.9333,1,0,news_enriched,0.029068,0.033854,-0.001037,0.037894,risk_on,down,medium,0.825397,,,,,,,
607,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,29,2026-03-31T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,100,,0.71,1,136,[5h ago] [fool.com] Micron Technology Is Having Its Nvidia Moment. Is It Still a Buy? | The Motley Fool,0,0,1,1,0,approved,0,0,,174.4,175.75,0.00774083,-0.00774083,0,-135.000075,SPY,650.34,655.24,0.00753452,-0.01527535,0,44,44,0,2,0,3,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,44.0,1550.9333,1,0,news_enriched,0.029068,0.033854,-0.001037,0.037894,risk_on,down,medium,0.825397,0.055882,-0.004566,-0.03138,0.023337,1.259405,0.010898,-0.021791
608,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,29,2026-03-31T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.97,0,146,,0,0,0,,0,,0,0,,,,,,,,SPY,650.34,655.24,0.00753452,,,44,44,0,0,0,3,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,44.0,1550.9333,1,0,news_enriched,0.029068,0.033854,-0.001037,0.037894,risk_on,down,medium,0.825397,,,,,,,
231,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,30,2026-04-01T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.0,0,193,2 Reasons Why Wells Fargo Thinks You Should Buy Google Stock Now,0,0,0,,0,,0,0,,,,,,,,SPY,655.24,655.83,0.00090043,,,50,50,0,0,0,4,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,43.0,1813.6667,1,0,news_enriched,0.007534,0.012353,-0.00496,0.0175,risk_on,down,medium,0.587302,,,,,,,
232,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,30,2026-04-01T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,GOOGL,100,,0.6,0,192,2 Reasons Why Wells Fargo Thinks You Should Buy Google Stock Now,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,297.39,295.77,-0.00544739,0.00544739,1,161.999931,SPY,655.24,655.83,0.00090043,0.00454696,1,50,50,0,2,0,4,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,43.0,1813.6667,1,0,news_enriched,0.007534,0.012353,-0.00496,0.0175,risk_on,down,medium,0.587302,0.034184,0.022205,-0.018936,0.021896,1.254626,0.011406,-0.001506
233,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,30,2026-04-01T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,655.24,655.83,0.00090043,,,50,50,0,0,0,4,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,43.0,1813.6667,1,0,news_enriched,0.007534,0.012353,-0.00496,0.0175,risk_on,down,medium,0.587302,,,,,,,
609,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,30,2026-04-01T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.0,0,206,2 Reasons Why Wells Fargo Thinks You Should Buy Google Stock Now,0,0,0,,0,,0,0,,,,,,,,SPY,655.24,655.83,0.00090043,,,50,50,0,0,0,4,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,43.0,1813.6667,1,0,news_enriched,0.007534,0.012353,-0.00496,0.0175,risk_on,down,medium,0.587302,,,,,,,
610,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,30,2026-04-01T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,GOOGL,100,,0.57,1,157,2 Reasons Why Wells Fargo Thinks You Should Buy Google Stock Now,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,297.39,295.77,-0.00544739,0.00544739,1,161.999931,SPY,655.24,655.83,0.00090043,0.00454696,1,50,50,0,2,0,4,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,43.0,1813.6667,1,0,news_enriched,0.007534,0.012353,-0.00496,0.0175,risk_on,down,medium,0.587302,0.034184,0.022205,-0.018936,0.021896,1.254626,0.011406,-0.001506
611,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,30,2026-04-01T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,655.24,655.83,0.00090043,,,50,50,0,0,0,4,2,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,43.0,1813.6667,1,0,news_enriched,0.007534,0.012353,-0.00496,0.0175,risk_on,down,medium,0.587302,,,,,,,
234,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,31,2026-04-02T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,170,,0,0,0,,0,,0,0,,,,,,,,SPY,655.83,658.93,0.00472683,,,51,51,0,0,1,7,3,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,4.0,2013.6765,1,0,news_enriched,0.0009,0.001147,0.006144,-0.019209,neutral,down,medium,0.587302,,,,,,,
235,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,31,2026-04-02T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,TSLA,100,,0.65,0,123,Tesla's Vehicle Deliveries Are Down 14% From Last Quarter. Is It Time to Consider These 2 EV Competitors? | The Motley Fool,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,360.59,352.82,-0.02154802,0.02154802,1,777.000053,SPY,655.83,658.93,0.00472683,0.01682119,1,51,51,0,2,1,7,3,6,SEC EDGAR;benzinga.com;cnbc.com;fool.com;seekingalpha.com;yahoo.com,4.0,2013.6765,1,0,news_enriched,0.0009,0.001147,0.006144,-0.019209,neutral,down,medium,0.587302,-0.054215,-0.030959,-0.110862,0.026564,1.34426,-0.044746,-0.060621
