decision_id,run_id,run_name,run_status,input_fingerprint,event_index,as_of_time,mode,bot_id,bot_name,base_personality,llm_provider,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_estimated_cost_usd,model,prompt_version,prompt_hash,action,ticker,quantity,limit_price,confidence,speculative,reasoning_length,headline_used,evidence_count,evidence_url_count,risk_checked,risk_approved,risk_blocked,risk_reason,fill_count,fill_qty_total,fill_avg_price,current_price,next_event_price,return_next_event,signed_return_next_event,directional_correct_next_event,intent_mark_pnl_next_event,benchmark_symbol,benchmark_price,benchmark_next_event_price,benchmark_return_next_event,excess_return_vs_benchmark_next_event,beat_benchmark_next_event,future_price_1d,future_return_1d,future_signed_return_1d,directional_correct_1d,profitable_1d,intent_mark_pnl_1d,benchmark_future_price_1d,benchmark_return_1d,excess_return_vs_benchmark_1d,beat_benchmark_1d,large_loss_1d,high_confidence_wrong_1d,future_price_3d,future_return_3d,future_signed_return_3d,directional_correct_3d,profitable_3d,intent_mark_pnl_3d,benchmark_future_price_3d,benchmark_return_3d,excess_return_vs_benchmark_3d,beat_benchmark_3d,large_loss_3d,high_confidence_wrong_3d,future_price_7d,future_return_7d,future_signed_return_7d,directional_correct_7d,profitable_7d,intent_mark_pnl_7d,benchmark_future_price_7d,benchmark_return_7d,excess_return_vs_benchmark_7d,beat_benchmark_7d,large_loss_7d,high_confidence_wrong_7d,confidence_bucket,event_best_long_ticker_1d,event_best_long_return_1d,event_worst_ticker_1d,event_worst_return_1d,event_best_abs_ticker_1d,event_best_abs_return_1d,hold_missed_big_move_1d,headline_count,real_headline_count,synthetic_headline_count,ticker_headline_count,macro_headline_count,filing_headline_count,earnings_headline_count,headline_source_count,headline_sources,headline_age_minutes_min,headline_age_minutes_avg,has_real_news,has_synthetic_market_summary,news_context_quality,event_spy_return_1d,event_qqq_return_1d,event_tlt_return_1d,event_gld_return_1d,event_risk_regime,event_trend_regime,event_volatility_regime,event_breadth_proxy,ticker_return_1d,ticker_return_5d,ticker_return_20d,ticker_rolling_volatility_20d,ticker_volume_ratio_20d,ticker_gap_from_previous_close,ticker_distance_from_20d_ma
686,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,55,2026-05-07T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,731.58,737.62,0.0082561,,,,,,,,,737.62,0.0082561,,,,,,,,,,,738.18,0.00902157,,,,,,,,,,,738.65,0.00966401,,,,,low,INTC,0.13957307,WFC,-0.0444669,INTC,0.13957307,1,60,60,0,0,0,24,1,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;seekingalpha.com;yahoo.com,9.0,2179.8409,1,0,news_enriched,-0.003066,-0.001193,-0.004995,0.001671,neutral,up,low,0.396825,,,,,,,
309,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,56,2026-05-08T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,118,SEC filing: NVIDIA CORP files 8-K for report date 2026-05-07,0,0,0,,0,,0,0,,,,,,,,SPY,737.62,739.3,0.0022776,,,,,,,,,739.3,0.0022776,,,,,,,,,,,742.31,0.00635829,,,,,,,,,,,733.73,-0.00527372,,,,,low,TSLA,0.03887008,ISRG,-0.06665778,ISRG,0.06665778,1,50,50,0,0,1,25,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,24.0,2617.5122,1,0,news_enriched,0.008256,0.023441,0.00502,0.004842,risk_on,up,low,0.380952,,,,,,,
310,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,56,2026-05-08T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,100,,0.6,0,151,SEC filing: NVIDIA CORP files 8-K for report date 2026-05-07,0,0,1,1,0,approved,0,0,,215.2,219.44,0.0197026,-0.0197026,0,-423.999952,SPY,737.62,739.3,0.0022776,-0.0219802,0,219.44,0.0197026,-0.0197026,0,0,-423.999952,739.3,0.0022776,-0.0219802,0,0,0,225.83,0.04939591,-0.04939591,0,0,-1062.999983,742.31,0.00635829,-0.0557542,0,1,0,220.61,0.02513941,-0.02513941,0,0,-541.000103,733.73,-0.00527372,-0.01986569,0,1,0,medium,TSLA,0.03887008,ISRG,-0.06665778,ISRG,0.06665778,0,50,50,0,1,1,25,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,24.0,2617.5122,1,0,news_enriched,0.008256,0.023441,0.00502,0.004842,risk_on,up,low,0.380952,0.017494,0.084404,0.140858,0.024823,0.898069,0.007234,0.059152
311,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,56,2026-05-08T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,737.62,739.3,0.0022776,,,,,,,,,739.3,0.0022776,,,,,,,,,,,742.31,0.00635829,,,,,,,,,,,733.73,-0.00527372,,,,,low,TSLA,0.03887008,ISRG,-0.06665778,ISRG,0.06665778,1,50,50,0,0,1,25,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,24.0,2617.5122,1,0,news_enriched,0.008256,0.023441,0.00502,0.004842,risk_on,up,low,0.380952,,,,,,,
687,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,56,2026-05-08T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.88,0,129,[24 min ago] [SEC EDGAR] SEC filing: NVIDIA CORP files 8-K for report date 2026-05-07,0,0,0,,0,,0,0,,,,,,,,SPY,737.62,739.3,0.0022776,,,,,,,,,739.3,0.0022776,,,,,,,,,,,742.31,0.00635829,,,,,,,,,,,733.73,-0.00527372,,,,,high,TSLA,0.03887008,ISRG,-0.06665778,ISRG,0.06665778,1,50,50,0,0,1,25,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,24.0,2617.5122,1,0,news_enriched,0.008256,0.023441,0.00502,0.004842,risk_on,up,low,0.380952,,,,,,,
688,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,56,2026-05-08T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,,,,,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,100,,0.58,1,144,[24 min ago] [SEC EDGAR] SEC filing: NVIDIA CORP files 8-K for report date 2026-05-07,0,0,1,1,0,approved,0,0,,215.2,219.44,0.0197026,-0.0197026,0,-423.999952,SPY,737.62,739.3,0.0022776,-0.0219802,0,219.44,0.0197026,-0.0197026,0,0,-423.999952,739.3,0.0022776,-0.0219802,0,0,0,225.83,0.04939591,-0.04939591,0,0,-1062.999983,742.31,0.00635829,-0.0557542,0,1,0,220.61,0.02513941,-0.02513941,0,0,-541.000103,733.73,-0.00527372,-0.01986569,0,1,0,medium,TSLA,0.03887008,ISRG,-0.06665778,ISRG,0.06665778,0,50,50,0,1,1,25,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,24.0,2617.5122,1,0,news_enriched,0.008256,0.023441,0.00502,0.004842,risk_on,up,low,0.380952,0.017494,0.084404,0.140858,0.024823,0.898069,0.007234,0.059152
689,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,56,2026-05-08T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,737.62,739.3,0.0022776,,,,,,,,,739.3,0.0022776,,,,,,,,,,,742.31,0.00635829,,,,,,,,,,,733.73,-0.00527372,,,,,low,TSLA,0.03887008,ISRG,-0.06665778,ISRG,0.06665778,1,50,50,0,0,1,25,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,24.0,2617.5122,1,0,news_enriched,0.008256,0.023441,0.00502,0.004842,risk_on,up,low,0.380952,,,,,,,
312,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,57,2026-05-11T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,148,,0,0,0,,0,,0,0,,,,,,,,SPY,739.3,738.18,-0.00151495,,,,,,,,,738.18,-0.00151495,,,,,,,,,,,748.17,0.01199784,,,,,,,,,,,741.25,0.00263763,,,,,low,UNH,0.03108417,INTC,-0.06821693,INTC,0.06821693,1,35,35,0,0,1,9,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;seekingalpha.com;yahoo.com,14.0,2212.6429,1,0,news_enriched,0.002278,0.002896,-0.006041,0.002029,neutral,up,low,0.444444,,,,,,,
313,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,57,2026-05-11T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,GOOGL,100,,0.55,1,174,SEC filing: Alphabet Inc. files 8-K for report date 2026-05-11,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,388.64,387.35,-0.00331927,0.00331927,1,129.000109,SPY,739.3,738.18,-0.00151495,0.00483422,1,387.35,-0.00331927,0.00331927,1,1,129.000109,738.18,-0.00151495,0.00483422,1,0,0,401.07,0.03198333,-0.03198333,0,0,-1243.000137,748.17,0.01199784,-0.04398117,0,1,0,388.91,0.00069473,-0.00069473,0,0,-26.999987,741.25,0.00263763,-0.00333236,0,0,0,medium,UNH,0.03108417,INTC,-0.06821693,INTC,0.06821693,0,35,35,0,1,1,9,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;seekingalpha.com;yahoo.com,14.0,2212.6429,1,0,news_enriched,0.002278,0.002896,-0.006041,0.002029,neutral,up,low,0.444444,-0.030339,0.014064,0.209548,0.026101,1.126074,-0.017839,0.076901
314,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,57,2026-05-11T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,739.3,738.18,-0.00151495,,,,,,,,,738.18,-0.00151495,,,,,,,,,,,748.17,0.01199784,,,,,,,,,,,741.25,0.00263763,,,,,low,UNH,0.03108417,INTC,-0.06821693,INTC,0.06821693,1,35,35,0,0,1,9,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;seekingalpha.com;yahoo.com,14.0,2212.6429,1,0,news_enriched,0.002278,0.002896,-0.006041,0.002029,neutral,up,low,0.444444,,,,,,,
690,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,57,2026-05-11T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.71,0,149,,0,0,0,,0,,0,0,,,,,,,,SPY,739.3,738.18,-0.00151495,,,,,,,,,738.18,-0.00151495,,,,,,,,,,,748.17,0.01199784,,,,,,,,,,,741.25,0.00263763,,,,,high,UNH,0.03108417,INTC,-0.06821693,INTC,0.06821693,1,35,35,0,0,1,9,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;seekingalpha.com;yahoo.com,14.0,2212.6429,1,0,news_enriched,0.002278,0.002896,-0.006041,0.002029,neutral,up,low,0.444444,,,,,,,
691,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,57,2026-05-11T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,,,,,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,GOOGL,100,,0.56,1,112,[14 min ago] [SEC EDGAR] SEC filing: Alphabet Inc. files 8-K for report date 2026-05-11,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,388.64,387.35,-0.00331927,0.00331927,1,129.000109,SPY,739.3,738.18,-0.00151495,0.00483422,1,387.35,-0.00331927,0.00331927,1,1,129.000109,738.18,-0.00151495,0.00483422,1,0,0,401.07,0.03198333,-0.03198333,0,0,-1243.000137,748.17,0.01199784,-0.04398117,0,1,0,388.91,0.00069473,-0.00069473,0,0,-26.999987,741.25,0.00263763,-0.00333236,0,0,0,medium,UNH,0.03108417,INTC,-0.06821693,INTC,0.06821693,0,35,35,0,1,1,9,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;seekingalpha.com;yahoo.com,14.0,2212.6429,1,0,news_enriched,0.002278,0.002896,-0.006041,0.002029,neutral,up,low,0.444444,-0.030339,0.014064,0.209548,0.026101,1.126074,-0.017839,0.076901
692,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,57,2026-05-11T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,739.3,738.18,-0.00151495,,,,,,,,,738.18,-0.00151495,,,,,,,,,,,748.17,0.01199784,,,,,,,,,,,741.25,0.00263763,,,,,low,UNH,0.03108417,INTC,-0.06821693,INTC,0.06821693,1,35,35,0,0,1,9,2,7,BLS;SEC EDGAR;benzinga.com;cnbc.com;morningstar.com;seekingalpha.com;yahoo.com,14.0,2212.6429,1,0,news_enriched,0.002278,0.002896,-0.006041,0.002029,neutral,up,low,0.444444,,,,,,,
315,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,58,2026-05-12T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.1,0,120,,0,0,0,,0,,0,0,,,,,,,,SPY,738.18,742.31,0.00559484,,,,,,,,,742.31,0.00559484,,,,,,,,,,,739.17,0.00134114,,,,,,,,,,,742.72,0.00615026,,,,,low,GOOGL,0.03942171,PLTR,-0.04375,PLTR,0.04375,1,40,40,0,0,1,8,1,8,BLS;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,9.0,2136.7812,1,0,news_enriched,-0.001515,-0.008482,-0.006662,-0.003957,neutral,up,low,0.666667,,,,,,,
316,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,58,2026-05-12T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,80,,0.55,0,134,biggest analyst calls on tuesday like nvidia,0,0,1,1,0,approved,0,0,,220.78,225.83,0.02287345,-0.02287345,0,-404.000023,SPY,738.18,742.31,0.00559484,-0.02846829,0,225.83,0.02287345,-0.02287345,0,0,-404.000023,742.31,0.00559484,-0.02846829,0,1,0,225.32,0.02056346,-0.02056346,0,0,-363.200056,739.17,0.00134114,-0.0219046,0,1,0,219.51,-0.00575233,0.00575233,1,1,101.599953,742.72,0.00615026,-0.00039793,0,0,0,medium,GOOGL,0.03942171,PLTR,-0.04375,PLTR,0.04375,0,40,40,0,2,1,8,1,8,BLS;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,9.0,2136.7812,1,0,news_enriched,-0.001515,-0.008482,-0.006662,-0.003957,neutral,up,low,0.666667,0.006106,0.123562,0.123505,0.023929,1.046834,-0.004056,0.07226
317,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,58,2026-05-12T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.85,0,154,,0,0,0,,0,,0,0,,,,,,,,SPY,738.18,742.31,0.00559484,,,,,,,,,742.31,0.00559484,,,,,,,,,,,739.17,0.00134114,,,,,,,,,,,742.72,0.00615026,,,,,high,GOOGL,0.03942171,PLTR,-0.04375,PLTR,0.04375,1,40,40,0,0,1,8,1,8,BLS;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,9.0,2136.7812,1,0,news_enriched,-0.001515,-0.008482,-0.006662,-0.003957,neutral,up,low,0.666667,,,,,,,
693,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,58,2026-05-12T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.92,0,97,,0,0,0,,0,,0,0,,,,,,,,SPY,738.18,742.31,0.00559484,,,,,,,,,742.31,0.00559484,,,,,,,,,,,739.17,0.00134114,,,,,,,,,,,742.72,0.00615026,,,,,high,GOOGL,0.03942171,PLTR,-0.04375,PLTR,0.04375,1,40,40,0,0,1,8,1,8,BLS;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,9.0,2136.7812,1,0,news_enriched,-0.001515,-0.008482,-0.006662,-0.003957,neutral,up,low,0.666667,,,,,,,
694,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,58,2026-05-12T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,,,,,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,HOLD,,,,0.84,0,105,,0,0,0,,0,,0,0,,,,,,,,SPY,738.18,742.31,0.00559484,,,,,,,,,742.31,0.00559484,,,,,,,,,,,739.17,0.00134114,,,,,,,,,,,742.72,0.00615026,,,,,high,GOOGL,0.03942171,PLTR,-0.04375,PLTR,0.04375,1,40,40,0,0,1,8,1,8,BLS;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,9.0,2136.7812,1,0,news_enriched,-0.001515,-0.008482,-0.006662,-0.003957,neutral,up,low,0.666667,,,,,,,
695,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,58,2026-05-12T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.94,0,131,,0,0,0,,0,,0,0,,,,,,,,SPY,738.18,742.31,0.00559484,,,,,,,,,742.31,0.00559484,,,,,,,,,,,739.17,0.00134114,,,,,,,,,,,742.72,0.00615026,,,,,high,GOOGL,0.03942171,PLTR,-0.04375,PLTR,0.04375,1,40,40,0,0,1,8,1,8,BLS;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;seekingalpha.com;yahoo.com,9.0,2136.7812,1,0,news_enriched,-0.001515,-0.008482,-0.006662,-0.003957,neutral,up,low,0.666667,,,,,,,
318,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,59,2026-05-13T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,144,,0,0,0,,0,,0,0,,,,,,,,SPY,742.31,748.17,0.00789428,,,,,,,,,748.17,0.00789428,,,,,,,,,,,738.65,-0.00493055,,,,,,,,,,,745.64,0.004486,,,,,low,AVGO,0.05518367,BA,-0.04733998,AVGO,0.05518367,1,44,44,0,0,2,12,2,8,BLS;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,48.0,1747.9714,1,0,news_enriched,0.005595,0.010562,-0.002235,-0.005613,risk_on,up,low,0.444444,,,,,,,
319,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,59,2026-05-13T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,TSLA,100,,0.6,0,113,tesla investing 250 million germany,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,445.27,443.3,-0.00442428,0.00442428,1,196.999916,SPY,742.31,748.17,0.00789428,-0.00347,0,443.3,-0.00442428,0.00442428,1,1,196.999916,748.17,0.00789428,-0.00347,0,0,0,409.99,-0.07923283,0.07923283,1,1,3528.000221,738.65,-0.00493055,0.08416338,1,0,0,426.01,-0.04325465,0.04325465,1,1,1925.999801,745.64,0.004486,0.03876865,1,0,0,medium,AVGO,0.05518367,BA,-0.04733998,AVGO,0.05518367,0,44,44,0,2,2,12,2,8,BLS;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,48.0,1747.9714,1,0,news_enriched,0.005595,0.010562,-0.002235,-0.005613,risk_on,up,low,0.444444,0.02727,0.116721,0.136038,0.022527,1.05049,0.007429,0.120123
320,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,59,2026-05-13T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.6,0,135,,0,0,0,,0,,0,0,,,,,,,,SPY,742.31,748.17,0.00789428,,,,,,,,,748.17,0.00789428,,,,,,,,,,,738.65,-0.00493055,,,,,,,,,,,745.64,0.004486,,,,,medium,AVGO,0.05518367,BA,-0.04733998,AVGO,0.05518367,1,44,44,0,0,2,12,2,8,BLS;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,48.0,1747.9714,1,0,news_enriched,0.005595,0.010562,-0.002235,-0.005613,risk_on,up,low,0.444444,,,,,,,
696,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,59,2026-05-13T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.91,0,125,,0,0,0,,0,,0,0,,,,,,,,SPY,742.31,748.17,0.00789428,,,,,,,,,748.17,0.00789428,,,,,,,,,,,738.65,-0.00493055,,,,,,,,,,,745.64,0.004486,,,,,high,AVGO,0.05518367,BA,-0.04733998,AVGO,0.05518367,1,44,44,0,0,2,12,2,8,BLS;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,48.0,1747.9714,1,0,news_enriched,0.005595,0.010562,-0.002235,-0.005613,risk_on,up,low,0.444444,,,,,,,
